타이타닉,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18847,9.34
아바타,https://movie.naver.com/movie/bi/mi/basic.nhn?code=62266,9.07
매트릭스,https://movie.naver.com/movie/bi/mi/basic.nhn?code=24452,9.39
반지의 제왕,https://movie.naver.com/movie/bi/mi/basic.nhn?code=31794,9.28
