타이타닉,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18847,9.34,https://movie-phinf.pstatic.net/20181129_107/1543452551390CN9TW_JPEG/movie_image.jpg?type=m77_110_2
아바타,https://movie.naver.com/movie/bi/mi/basic.nhn?code=62266,9.07,https://movie-phinf.pstatic.net/20180518_218/1526609377997LxLgL_JPEG/movie_image.jpg?type=m77_110_2
